Program,Glass,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Bore_Status,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"18.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361486.0,1101905
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"18.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361488.0,1101906
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361490.0,1101907
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361493.0,1101908
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361495.0,1101909
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361496.0,1101910
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361497.0,1101911
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361499.0,1101912
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361500.0,1101913
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361501.0,1101914
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361502.0,1101915
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",361504.0,6035908
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675181.0,1101928
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675190.0,1101929
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675193.0,6035926
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675187.0,1101931
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675196.0,6035928
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675197.0,6035930
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675194.0,6035932
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675188.0,6035934
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675191.0,6035936
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675189.0,1101937
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509432.0,1168799
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509431.0,1168798
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509427.0,1169256
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509439.0,1169254
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509450.0,1169245
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509422.0,1169236
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509429.0,1170064
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509451.0,1170130
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509455.0,1169233
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509457.0,1169235
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208958.0,1169410
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208959.0,1168801
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208960.0,1169261
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208961.0,1169406
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208962.0,1169269
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208963.0,1169249
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208964.0,1170116
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208965.0,1170134
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208966.0,1168734
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208967.0,1169252
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509444.0,1170137
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509458.0,1169231
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509438.0,1169257
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509463.0,1168769
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509433.0,1170133
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509434.0,1169260
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509472.0,1170067
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509447.0,1168774
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509461.0,1170135
Interior Pro Express,,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Molded Solid Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509442.0,1170136
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675192.0,6035791
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675195.0,6035793
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675198.0,6035795
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675201.0,6035797
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675205.0,1101697
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675199.0,1101698
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675204.0,6035799
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675203.0,6035801
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675202.0,6035803
Interior Pro Express,,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Pine Solid Core door, featuring a 6 Panel design with a stain grade finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675200.0,1101702
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062643.0,1102058
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062644.0,1102059
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062645.0,6036029
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062646.0,6036031
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062647.0,6036033
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062648.0,6036035
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062649.0,6036037
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062650.0,6036039
